"Date","Flux","Ts","Ta","Moist"
2018-08-11 04:00:00,2.24,13,6.4375,46.1466599
2018-08-11 04:10:00,2.09,13,6.375,46.1466599
2018-08-11 04:20:00,2.06,13,6.25,46.1466599
2018-08-11 04:30:00,2.14,13,6.0625,46.1466599
2018-08-11 04:40:00,2.01,13,6,46.1466599
2018-08-11 04:50:00,2.08,13,6,46.1466599
2018-08-11 05:00:00,1.76,13,5.875,46.1466599
2018-08-11 05:10:00,1.96,13,6,46.1466599
2018-08-11 05:20:00,2.14,13,6,46.1466599
2018-08-11 05:30:00,2.44,12.9375,6.125,46.1466599
2018-08-11 05:40:00,2.36,12.9375,6.3125,46.1466599
2018-08-11 05:50:00,2.61,12.9375,6.4375,46.1466599
2018-08-11 06:00:00,2.64,12.9375,6.5625,46.1466599
2018-08-11 06:10:00,2.34,12.875,6.75,46.1466599
2018-08-11 06:20:00,2.35,12.875,6.875,46.1466599
2018-08-11 06:30:00,2.29,12.875,7.125,46.1466599
2018-08-11 06:40:00,2.55,12.875,7.375,46.1466599
2018-08-11 06:50:00,2.44,12.875,7.625,46.1466599
2018-08-11 07:00:00,2.81,12.875,7.9375,46.1466599
2018-08-11 07:10:00,2.99,12.875,8.25,46.1466599
2018-08-11 07:20:00,2.79,12.875,8.625,46.1466599
2018-08-11 07:30:00,3.28,12.875,8.875,46.1466599
2018-08-11 07:40:00,3.3,12.8125,9.125,46.1466599
2018-08-11 07:50:00,3.6,12.8125,9.5,46.13283
2018-08-11 08:00:00,3.08,12.8125,9.8125,46.13283
2018-08-11 08:10:00,3.08,12.8125,10.25,46.13283
2018-08-11 08:20:00,1.43,12.75,11.25,46.13283
2018-08-11 08:30:00,1.81,12.75,12.375,46.13283
2018-08-11 08:40:00,1.83,12.75,13.25,46.13283
2018-08-11 08:50:00,2.13,12.75,13.6875,46.13283
2018-08-11 09:00:00,2.47,12.75,13.875,46.13283
2018-08-11 09:10:00,2.68,12.75,14.125,46.13283
2018-08-11 09:20:00,2.64,12.75,14.1875,46.13283
2018-08-11 09:30:00,2.81,12.75,14.25,46.13283
2018-08-11 09:40:00,3,12.75,14.5,46.13283
2018-08-11 09:50:00,2.77,12.75,14.625,46.13283
2018-08-11 10:00:00,2.51,12.6875,14.875,46.13283
2018-08-11 10:10:00,2.97,12.6875,15.625,46.13283
2018-08-11 10:20:00,2.91,12.6875,16.125,46.13283
2018-08-11 10:30:00,2.85,12.625,16.25,46.13283
2018-08-11 10:40:00,2.52,12.625,16.0625,46.13283
2018-08-11 10:50:00,2.88,12.625,15.9375,46.13283
2018-08-11 11:00:00,2.92,12.625,16,46.13283
2018-08-11 11:10:00,3.01,12.625,16.5,46.13283
2018-08-11 11:20:00,2.92,12.625,16.5,46.13283
2018-08-11 11:30:00,2.76,12.625,16.125,46.13283
2018-08-11 11:40:00,2.72,12.625,16.5,46.13283
2018-08-11 11:50:00,2.6,12.625,17,46.13283
2018-08-11 12:00:00,2.85,12.625,17.625,46.13283
2018-08-11 12:10:00,2.83,12.625,18.1875,46.13283
2018-08-11 12:20:00,2.8,12.625,18.625,46.13283
2018-08-11 12:30:00,2.69,12.625,19.5,46.13283
2018-08-11 12:40:00,2.64,12.625,19.0625,46.13283
2018-08-11 12:50:00,2.69,12.5625,18.9375,46.13283
2018-08-11 13:00:00,2.86,12.5625,18.8125,46.13283
2018-08-11 13:10:00,2.55,12.5625,18.5,46.13283
2018-08-11 13:20:00,2.41,12.5625,18.75,46.13283
2018-08-11 13:30:00,2.62,12.5625,19.3125,46.13283
2018-08-11 13:40:00,2.96,12.5625,19.125,46.13283
2018-08-11 13:50:00,2.6,12.5625,18.9375,46.13283
2018-08-11 14:00:00,2.56,12.5625,18.75,45.7591959
2018-08-11 14:10:00,2.95,12.5625,18.5625,45.717654
2018-08-11 14:20:00,2.91,12.5625,18.3125,45.7038055
2018-08-11 14:30:00,3,12.5625,18.0625,45.6899564
2018-08-11 14:40:00,2.46,12.5625,17.8125,45.6761067
2018-08-11 14:50:00,2.65,12.5625,17.5,45.6622564
2018-08-11 15:00:00,2.6,12.5625,17.3125,45.6484055
2018-08-11 15:10:00,3.09,12.5625,16.9375,45.6207019
2018-08-11 15:20:00,2.81,12.5625,16.75,45.6068492
2018-08-11 15:30:00,3.12,12.5,16.75,45.634554
2018-08-11 15:40:00,2.7,12.5625,16.8125,45.6068492
2018-08-11 15:50:00,2.71,12.5625,16.875,45.6068492
2018-08-11 16:00:00,2.93,12.5625,17.25,45.579142
2018-08-11 16:10:00,2.9,12.5625,17.375,45.4544299
2018-08-11 16:20:00,2.47,12.5625,17.75,45.3851244
2018-08-11 16:30:00,2.75,12.5625,18.125,45.3712615
2018-08-11 16:40:00,2.79,12.5625,18.4375,45.3712615
2018-08-11 16:50:00,2.85,12.5625,17.875,45.357398
2018-08-11 17:00:00,2.85,12.5625,17.0625,45.357398
2018-08-11 17:10:00,2.97,12.5625,16.5,45.3435339
2018-08-11 17:20:00,2.89,12.5625,16.25,45.3435339
2018-08-11 17:30:00,2.61,12.5625,16,45.3435339
2018-08-11 17:40:00,2.95,12.625,15.875,45.3296692
2018-08-11 17:50:00,2.88,12.625,15.8125,45.3296692
2018-08-11 18:00:00,2.7,12.625,15.625,45.3158039
2018-08-11 18:10:00,2.79,12.625,15.4375,45.3158039
2018-08-11 18:20:00,2.74,12.625,15.125,45.3158039
2018-08-11 18:30:00,2.36,12.625,14.875,45.2880715
2018-08-11 18:40:00,2.36,12.625,14.8125,45.2742044
2018-08-11 18:50:00,2.82,12.625,14.75,45.21873
2018-08-11 19:00:00,2.82,12.625,14.625,45.2048599
2018-08-11 19:10:00,3.04,12.625,14.4375,45.2048599
2018-08-11 19:20:00,2.79,12.625,14.25,45.2048599
2018-08-11 19:30:00,2.58,12.625,14,45.1909892
2018-08-11 19:40:00,2.8,12.625,13.75,45.1909892
2018-08-11 19:50:00,2.47,12.625,13.5,45.1909892
2018-08-11 20:00:00,2.65,12.625,13.125,45.1909892
2018-08-11 20:10:00,2.67,12.625,12.875,45.1771179
2018-08-11 20:20:00,3.02,12.625,12.625,45.1771179
2018-08-11 20:30:00,2.62,12.625,12.375,45.1771179
2018-08-11 20:40:00,2.64,12.625,12.125,45.1771179
2018-08-11 20:50:00,2.59,12.625,11.9375,45.1771179
2018-08-11 21:00:00,2.7,12.625,11.75,45.1771179
2018-08-11 21:10:00,2.41,12.625,11.625,45.163246
2018-08-11 21:20:00,2.56,12.625,11.5,45.163246
2018-08-11 21:30:00,2.17,12.6875,11.5,45.163246
2018-08-11 21:40:00,2.48,12.6875,11.4375,45.163246
2018-08-11 21:50:00,2.49,12.6875,11.3125,45.163246
2018-08-11 22:00:00,2.45,12.6875,11.25,45.163246
2018-08-11 22:10:00,2.17,12.6875,11.25,45.163246
2018-08-11 22:20:00,2.2,12.6875,11.25,45.163246
2018-08-11 22:30:00,2.83,12.6875,11.25,45.163246
2018-08-11 22:40:00,2.95,12.6875,11.25,45.163246
2018-08-11 22:50:00,2.54,12.6875,11.1875,45.163246
2018-08-11 23:00:00,2.99,12.6875,11.125,45.163246
2018-08-11 23:10:00,2.79,12.6875,11.125,45.1771179
2018-08-11 23:20:00,3.49,12.6875,11.125,45.1771179
2018-08-11 23:30:00,3.14,12.6875,11.0625,45.1909892
2018-08-11 23:40:00,3.17,12.6875,11,45.21873
2018-08-11 23:50:00,3.47,12.75,10.875,45.2603367
2018-08-12 00:00:00,3.56,12.75,10.875,45.2880715
2018-08-12 00:10:00,2.83,12.6875,10.8125,45.3851244
2018-08-12 00:20:00,2.99,12.6875,10.75,45.4267095
2018-08-12 00:30:00,3.21,12.6875,10.75,45.5098635
2018-08-12 00:40:00,2.61,12.6875,10.75,45.5514324
2018-08-12 00:50:00,3.13,12.75,10.625,45.5652875
2018-08-12 01:00:00,2.63,12.6875,10.625,45.579142
2018-08-12 01:10:00,2.88,12.6875,10.5,45.5929959
2018-08-12 01:20:00,3.34,12.6875,10.375,45.6068492
2018-08-12 01:30:00,3.11,12.6875,10.375,45.6207019
2018-08-12 01:40:00,2.97,12.6875,10.25,45.634554
2018-08-12 01:50:00,3.19,12.6875,10.125,45.634554
2018-08-12 02:00:00,3.01,12.6875,10,45.634554
2018-08-12 02:10:00,3.38,12.6875,10,45.6207019
2018-08-12 02:20:00,2.95,12.6875,9.875,45.6207019
2018-08-12 02:30:00,3.24,12.6875,9.875,45.6068492
2018-08-12 02:40:00,3.18,12.6875,9.875,45.6068492
2018-08-12 02:50:00,3.25,12.6875,9.875,45.6068492
2018-08-12 03:00:00,3.01,12.6875,10,45.5929959
2018-08-12 03:10:00,3.31,12.6875,10,45.5929959
2018-08-12 03:20:00,2.9,12.6875,10.125,45.5929959
2018-08-12 03:30:00,2.98,12.6875,10.0625,45.6207019
2018-08-12 03:40:00,2.87,12.6875,10,45.6622564
2018-08-12 03:50:00,2.85,12.6875,10,45.717654
2018-08-12 04:00:00,3.17,12.625,10.0625,45.7868875
2018-08-12 04:10:00,3.08,12.6875,10,45.8007324
2018-08-12 04:20:00,2.96,12.625,10.0625,45.8007324
2018-08-12 04:30:00,3.19,12.625,10.0625,45.8145767
2018-08-12 04:40:00,3.29,12.625,10,45.8145767
2018-08-12 04:50:00,3.09,12.625,10,45.8284204
2018-08-12 05:00:00,2.97,12.625,10,45.8422635
2018-08-12 05:10:00,3.16,12.625,10,45.856106
2018-08-12 05:20:00,3.2,12.625,10,45.8699479
2018-08-12 05:30:00,3.23,12.625,10,45.91147
2018-08-12 05:40:00,2.83,12.625,10,45.9253095
2018-08-12 05:50:00,3.01,12.625,10,45.9529867
2018-08-12 06:00:00,3.13,12.625,9.9375,46.0083339
2018-08-12 06:10:00,2.95,12.625,9.9375,46.0083339
2018-08-12 06:20:00,2.94,12.625,9.875,46.0083339
2018-08-12 06:30:00,3.2,12.625,9.875,46.0083339
2018-08-12 06:40:00,3.13,12.625,9.8125,46.0083339
2018-08-12 06:50:00,3.02,12.625,9.75,46.0083339
2018-08-12 07:00:00,3.2,12.625,9.6875,46.0083339
2018-08-12 07:10:00,3.05,12.625,9.75,46.0083339
2018-08-12 07:20:00,2.99,12.625,9.875,46.0083339
2018-08-12 07:30:00,3.03,12.625,9.9375,46.0083339
2018-08-12 07:40:00,3.08,12.625,10.25,46.0083339
2018-08-12 07:50:00,2.84,12.625,10.375,46.0083339
2018-08-12 08:00:00,3.03,12.625,10.625,46.0083339
2018-08-12 08:10:00,3.13,12.5625,10.75,46.0083339
2018-08-12 08:20:00,3.04,12.625,10.75,46.0083339
2018-08-12 08:30:00,3.22,12.5625,10.625,46.0083339
2018-08-12 08:40:00,3.14,12.5625,10.5,46.0083339
2018-08-12 08:50:00,2.83,12.5625,10.375,46.0083339
2018-08-12 09:00:00,2.95,12.5625,10.125,46.0083339
2018-08-12 09:10:00,2.94,12.5625,10,46.0083339
2018-08-12 09:20:00,3.21,12.5,10,46.0083339
2018-08-12 09:30:00,2.97,12.5,10.0625,46.0083339
2018-08-12 09:40:00,3.46,12.5,10.1875,46.0083339
2018-08-12 09:50:00,3.14,12.5,10.1875,46.0083339
2018-08-12 10:00:00,3.3,12.5,10.3125,46.0083339
2018-08-12 10:10:00,2.92,12.5,10.3125,46.0083339
2018-08-12 10:20:00,2.93,12.5,10.25,46.0221692
2018-08-12 10:30:00,2.96,12.5,10.5,46.0221692
2018-08-12 10:40:00,3.22,12.5,10.625,46.0221692
2018-08-12 10:50:00,3.31,12.5,10.875,46.0221692
2018-08-12 11:00:00,2.75,12.5,11.0625,46.0221692
2018-08-12 11:10:00,2.9,12.5,11.125,46.0221692
2018-08-12 11:20:00,3.1,12.5,11.25,46.0221692
2018-08-12 11:30:00,3.04,12.5,11.625,46.0221692
2018-08-12 11:40:00,2.93,12.5,11.8125,46.0221692
2018-08-12 11:50:00,2.77,12.5,12.125,46.0221692
2018-08-12 12:00:00,2.68,12.5,12.625,46.0221692
2018-08-12 12:10:00,2.61,12.5,12.375,46.0221692
2018-08-12 12:20:00,2.92,12.5,12.1875,46.0221692
2018-08-12 12:30:00,2.86,12.5,11.9375,46.0221692
2018-08-12 12:40:00,2.72,12.4375,12,46.0221692
2018-08-12 12:50:00,3.21,12.4375,12.125,46.0360039
2018-08-12 13:00:00,3.04,12.4375,12.125,46.0360039
2018-08-12 13:10:00,3.01,12.4375,12.0625,46.0360039
2018-08-12 13:20:00,3.23,12.4375,12,46.0360039
2018-08-12 13:30:00,2.89,12.4375,12.125,46.0360039
2018-08-12 13:40:00,2.68,12.375,12.375,46.0360039
2018-08-12 13:50:00,3.15,12.375,12.625,46.0360039
2018-08-12 14:00:00,3.3,12.375,12.875,46.0360039
2018-08-12 14:10:00,2.82,12.375,13.25,46.0360039
2018-08-12 14:20:00,2.99,12.375,14.75,46.0360039
2018-08-12 14:30:00,3.08,12.375,15.3125,46.0360039
2018-08-12 14:40:00,2.9,12.375,15.0625,46.0360039
2018-08-12 14:50:00,2.83,12.375,15.25,46.0360039
2018-08-12 15:00:00,2.81,12.375,15.25,46.0360039
2018-08-12 15:10:00,2.63,12.375,15.5,46.0360039
2018-08-12 15:20:00,2.59,12.375,18.125,46.0360039
2018-08-12 15:30:00,2.79,12.375,18.125,46.0360039
2018-08-12 15:40:00,2.69,12.375,17.5625,46.0360039
2018-08-12 15:50:00,2.71,12.375,17.875,46.0360039
2018-08-12 16:00:00,2.87,12.375,16.5,46.0360039
2018-08-12 16:10:00,2.43,12.375,17.875,46.0360039
2018-08-12 16:20:00,2.68,12.375,17.5625,46.0360039
2018-08-12 16:30:00,2.95,12.375,16.6875,46.049838
2018-08-12 16:40:00,3.05,12.375,15.9375,46.049838
2018-08-12 16:50:00,3.55,12.375,15.5,46.049838
2018-08-12 17:00:00,2.96,12.375,15.125,46.049838
2018-08-12 17:10:00,2.59,12.375,14.625,46.049838
2018-08-12 17:20:00,2.81,12.375,14.1875,46.049838
2018-08-12 17:30:00,2.81,12.375,13.875,46.049838
2018-08-12 17:40:00,2.87,12.375,13.625,46.049838
2018-08-12 17:50:00,2.78,12.375,13.5625,46.049838
2018-08-12 18:00:00,2.75,12.375,13.5,46.049838
2018-08-12 18:10:00,2.7,12.375,13.25,46.049838
2018-08-12 18:20:00,2.77,12.375,13,46.049838
2018-08-12 18:30:00,2.85,12.375,12.75,46.049838
2018-08-12 18:40:00,2.5,12.375,12.5,46.049838
2018-08-12 18:50:00,2.58,12.375,12.1875,46.049838
2018-08-12 19:00:00,2.65,12.375,12,46.049838
2018-08-12 19:10:00,2.83,12.375,11.875,46.049838
2018-08-12 19:20:00,2.54,12.375,11.625,46.049838
2018-08-12 19:30:00,2.88,12.375,11.375,46.049838
2018-08-12 19:40:00,2.7,12.375,11.125,46.049838
2018-08-12 19:50:00,2.25,12.375,11,46.049838
2018-08-12 20:00:00,2.38,12.375,10.75,46.049838
2018-08-12 20:10:00,2.37,12.375,10.375,46.049838
2018-08-12 20:20:00,2.25,12.375,10,46.049838
2018-08-12 20:30:00,2,12.375,9.5625,46.049838
2018-08-12 20:40:00,1.9,12.375,9.125,46.049838
2018-08-12 20:50:00,2.03,12.375,8.75,46.049838
2018-08-12 21:00:00,1.89,12.375,8.375,46.049838
2018-08-12 21:10:00,1.93,12.375,8.125,46.049838
2018-08-12 21:20:00,2.14,12.4375,7.8125,46.0636715
2018-08-12 21:30:00,2.03,12.4375,7.5625,46.0636715
2018-08-12 21:40:00,2.15,12.4375,7.375,46.0636715
2018-08-12 21:50:00,1.95,12.4375,7.1875,46.0636715
2018-08-12 22:00:00,1.63,12.4375,6.9375,46.0636715
2018-08-12 22:10:00,1.87,12.4375,6.75,46.0636715
2018-08-12 22:20:00,2.02,12.4375,6.5,46.0636715
2018-08-12 22:30:00,2.06,12.4375,6.3125,46.0636715
2018-08-12 22:40:00,1.94,12.4375,6.125,46.0636715
2018-08-12 22:50:00,1.89,12.4375,6,46.0636715
2018-08-12 23:00:00,1.81,12.4375,5.75,46.0636715
2018-08-12 23:10:00,2.05,12.4375,5.625,46.0636715
2018-08-12 23:20:00,1.69,12.4375,5.5,46.0636715
2018-08-12 23:30:00,2.06,12.4375,5.375,46.0636715
2018-08-12 23:40:00,1.59,12.4375,5.25,46.0636715
2018-08-12 23:50:00,1.91,12.4375,5.125,46.0636715
2018-08-13 00:00:00,1.85,12.375,5,46.0636715
2018-08-13 00:10:00,1.81,12.4375,4.875,46.0636715
2018-08-13 00:20:00,1.64,12.375,4.75,46.0636715
2018-08-13 00:30:00,1.81,12.375,4.75,46.0636715
2018-08-13 00:40:00,1.66,12.375,4.5625,46.0636715
2018-08-13 00:50:00,1.46,12.375,4.5,46.0636715
2018-08-13 01:00:00,1.82,12.375,4.5,46.0636715
2018-08-13 01:10:00,1.69,12.375,4.5,46.0636715
2018-08-13 01:20:00,1.75,12.375,4.375,46.0636715
2018-08-13 01:30:00,1.8,12.375,4.25,46.0636715
2018-08-13 01:40:00,1.58,12.375,4.1875,46.0636715
2018-08-13 01:50:00,1.77,12.375,4.125,46.0636715
2018-08-13 02:00:00,1.77,12.375,4.0625,46.0636715
2018-08-13 02:10:00,1.18,12.375,4,46.0636715
2018-08-13 02:20:00,1.74,12.375,3.875,46.0636715
2018-08-13 02:30:00,1.76,12.375,3.9375,46.0636715
2018-08-13 02:40:00,1.57,12.375,3.875,46.0636715
2018-08-13 02:50:00,1.66,12.375,3.75,46.0636715
2018-08-13 03:00:00,1.67,12.375,3.6875,46.0636715
2018-08-13 03:10:00,1.92,12.375,3.6875,46.0636715
2018-08-13 03:20:00,1.58,12.375,3.625,46.0636715
2018-08-13 03:30:00,1.65,12.3125,3.5625,46.0636715
2018-08-13 03:40:00,1.7,12.3125,3.5,46.0636715
2018-08-13 03:50:00,1.65,12.3125,3.5,46.0636715
2018-08-13 04:00:00,1.7,12.3125,3.5,46.0636715
2018-08-13 04:10:00,1.72,12.3125,3.4375,46.0636715
2018-08-13 04:20:00,1.89,12.25,3.375,46.0636715
2018-08-13 04:30:00,1.97,12.25,3.375,46.0636715
2018-08-13 04:40:00,1.61,12.25,3.375,46.0636715
2018-08-13 04:50:00,1.65,12.25,3.375,46.0636715
2018-08-13 05:00:00,1.68,12.25,3.3125,46.0636715
2018-08-13 05:10:00,1.89,12.25,3.3125,46.0636715
2018-08-13 05:20:00,1.28,12.25,3.375,46.0636715
2018-08-13 05:30:00,1.58,12.25,3.5,46.0636715
2018-08-13 05:40:00,1.77,12.25,3.625,46.0636715
2018-08-13 05:50:00,1.75,12.25,3.75,46.0636715
2018-08-13 06:00:00,1.72,12.1875,3.875,46.0636715
2018-08-13 06:10:00,1.92,12.1875,4,46.0636715
2018-08-13 06:20:00,1.75,12.1875,4.25,46.0636715
2018-08-13 06:30:00,1.52,12.1875,4.5,46.0636715
2018-08-13 06:40:00,2.11,12.125,4.75,46.0636715
2018-08-13 06:50:00,1.89,12.125,5.125,46.0636715
2018-08-13 07:00:00,2.14,12.125,5.5625,46.0636715
2018-08-13 07:10:00,2.31,12.125,6,46.0636715
2018-08-13 07:20:00,2.56,12.125,6.4375,46.0636715
2018-08-13 07:30:00,2.67,12.125,6.9375,46.0636715
2018-08-13 07:40:00,2.8,12.125,7.375,46.0636715
2018-08-13 07:50:00,2.9,12.125,7.75,46.0636715
2018-08-13 08:00:00,2.7,12.125,8.125,46.0636715
2018-08-13 08:10:00,2.32,12.0625,8.75,46.0636715
2018-08-13 08:20:00,1.61,12.0625,9.625,46.0636715
2018-08-13 08:30:00,1.7,12.0625,10.75,46.0636715
2018-08-13 08:40:00,1.83,12,11.625,46.0636715
2018-08-13 08:50:00,2.07,12,12.125,46.0636715
2018-08-13 09:00:00,2.08,12,12.375,46.0636715
2018-08-13 09:10:00,2.73,12,12.5,46.0636715
2018-08-13 09:20:00,2.68,12,12.5,46.0636715
2018-08-13 09:30:00,2.56,12,12.4375,46.0636715
2018-08-13 09:40:00,2.59,12,12.875,46.0636715
2018-08-13 09:50:00,2.44,12,13.3125,46.0636715
2018-08-13 10:00:00,2.38,12,13.625,46.0636715
2018-08-13 10:10:00,2.51,11.9375,14.375,46.0636715
2018-08-13 10:20:00,2.69,11.9375,15,46.0636715
2018-08-13 10:30:00,2.61,11.9375,15.0625,46.0636715
2018-08-13 10:40:00,2.39,11.875,15.3125,46.0636715
2018-08-13 10:50:00,2.36,11.875,15.0625,46.0636715
2018-08-13 11:00:00,2.74,11.875,15.25,46.0636715
2018-08-13 11:10:00,2.51,11.875,15.375,46.0636715
2018-08-13 11:20:00,2.54,11.875,15.6875,46.0636715
2018-08-13 11:30:00,2.66,11.875,15.3125,46.0636715
2018-08-13 11:40:00,2.28,11.875,16.375,46.0636715
2018-08-13 11:50:00,2.61,11.875,16.3125,46.0636715
2018-08-13 12:00:00,2.19,11.875,17.125,46.0636715
2018-08-13 12:10:00,2.28,11.875,19.25,46.0636715
2018-08-13 12:20:00,2.43,11.875,19.3125,46.0636715
2018-08-13 12:30:00,2.64,11.875,18,46.0636715
2018-08-13 12:40:00,2.96,11.875,17.3125,46.0636715
2018-08-13 12:50:00,2.34,11.875,17,46.0636715
2018-08-13 13:00:00,2.84,11.875,17.25,46.0636715
2018-08-13 13:10:00,2.32,11.875,17.25,46.0636715
2018-08-13 13:20:00,2.48,11.8125,17.625,46.0636715
2018-08-13 13:30:00,2.59,11.875,19.5,46.0636715
2018-08-13 13:40:00,2.81,11.8125,19,46.0636715
2018-08-13 13:50:00,2.63,11.8125,18.5,46.0636715
2018-08-13 14:00:00,2.46,11.8125,17.8125,46.0636715
2018-08-13 14:10:00,2.72,11.8125,17.6875,46.0636715
2018-08-13 14:20:00,2.67,11.8125,17.75,46.0636715
2018-08-13 14:30:00,2.37,11.8125,20,46.0636715
2018-08-13 14:40:00,2.5,11.8125,20.0625,46.0636715
2018-08-13 14:50:00,2.15,11.8125,18.125,46.0636715
2018-08-13 15:00:00,2.06,11.8125,16.625,46.0636715
2018-08-13 15:10:00,2.44,11.8125,16.25,46.0636715
2018-08-13 15:20:00,2.61,11.8125,20.125,46.0636715
2018-08-13 15:30:00,2.62,11.8125,18.0625,46.0636715
2018-08-13 15:40:00,2.52,11.8125,17.25,46.0636715
2018-08-13 15:50:00,2.14,11.8125,16.875,46.0636715
2018-08-13 16:00:00,2.44,11.8125,16.625,46.0636715
2018-08-13 16:10:00,1.98,11.8125,16.3125,46.0636715
2018-08-13 16:20:00,2.71,11.8125,16.25,46.0636715
2018-08-13 16:30:00,2.16,11.8125,16.25,46.0636715
2018-08-13 16:40:00,2.23,11.8125,16.375,46.0636715
2018-08-13 16:50:00,2.17,11.8125,16.5,46.0636715
2018-08-13 17:00:00,2.21,11.8125,17.5,46.0636715
2018-08-13 17:10:00,2.46,11.875,17.25,46.0636715
2018-08-13 17:20:00,3.24,11.875,16.4375,46.0636715
2018-08-13 17:30:00,2.47,11.875,15.8125,46.0636715
2018-08-13 17:40:00,2.93,11.875,15.25,46.0636715
2018-08-13 17:50:00,2.8,11.875,14.875,46.0636715
2018-08-13 18:00:00,2.57,11.875,14.5,46.0636715
2018-08-13 18:10:00,2.42,11.875,14.25,46.0636715
2018-08-13 18:20:00,2.66,11.875,13.9375,46.0636715
2018-08-13 18:30:00,2.52,11.875,13.625,46.049838
2018-08-13 18:40:00,2.15,11.875,13.375,46.049838
2018-08-13 18:50:00,2.03,11.875,13.125,46.049838
2018-08-13 19:00:00,1.93,11.875,12.75,45.7315019
2018-08-13 19:10:00,1.82,11.875,12.375,45.717654
2018-08-13 19:20:00,1.62,11.875,12,45.717654
2018-08-13 19:30:00,1.65,11.875,11.625,45.7038055
2018-08-13 19:40:00,1.61,11.875,11.375,45.6899564
2018-08-13 19:50:00,1.68,11.875,11,45.6761067
2018-08-13 20:00:00,1.73,11.875,10.625,45.6761067
2018-08-13 20:10:00,2.33,11.875,10.3125,45.6622564
2018-08-13 20:20:00,1.96,11.875,10,45.6622564
2018-08-13 20:30:00,2.23,11.9375,9.625,45.6484055
2018-08-13 20:40:00,1.88,11.9375,9.375,45.6484055
2018-08-13 20:50:00,1.64,11.9375,9.125,45.6484055
2018-08-13 21:00:00,2.04,11.9375,8.875,45.6484055
2018-08-13 21:10:00,2.1,11.9375,8.625,45.6484055
2018-08-13 21:20:00,1.75,11.9375,8.375,45.6068492
2018-08-13 21:30:00,1.63,11.9375,8.125,45.6068492
2018-08-13 21:40:00,1.9,11.9375,8,45.5929959
2018-08-13 21:50:00,2.06,12,7.8125,45.5929959
2018-08-13 22:00:00,2.13,12,7.625,45.4821479
2018-08-13 22:10:00,1.66,12,7.4375,45.4821479
2018-08-13 22:20:00,2.04,12,7.25,45.4682892
2018-08-13 22:30:00,2.04,12,7.125,45.4544299
2018-08-13 22:40:00,2.15,12,6.875,45.4682892
2018-08-13 22:50:00,1.9,12,6.75,45.4544299
2018-08-13 23:00:00,2.03,12,6.625,45.44057
2018-08-13 23:10:00,1.85,12,6.5,45.44057
2018-08-13 23:20:00,1.95,12,6.3125,45.44057
2018-08-13 23:30:00,1.52,12,6.1875,45.44057
2018-08-13 23:40:00,1.7,12,6.0625,45.44057
2018-08-13 23:50:00,1.45,12,5.9375,45.44057
2018-08-14 00:00:00,1.65,12,5.8125,45.44057
2018-08-14 00:10:00,2.09,12,5.75,45.44057
2018-08-14 00:20:00,2.09,12,5.625,45.4267095
2018-08-14 00:30:00,2.03,12,5.5,45.4267095
2018-08-14 00:40:00,1.49,12,5.375,45.4267095
2018-08-14 00:50:00,1.63,12,5.3125,45.4267095
2018-08-14 01:00:00,1.9,12,5.25,45.4267095
2018-08-14 01:10:00,1.5,12,5.125,45.4267095
2018-08-14 01:20:00,1.88,12,5,45.4128484
2018-08-14 01:30:00,1.69,12,5,45.4128484
2018-08-14 01:40:00,1.61,12,4.875,45.4267095
2018-08-14 01:50:00,1.74,12,4.8125,45.4128484
2018-08-14 02:00:00,1.73,12,4.6875,45.4128484
2018-08-14 02:10:00,2.03,12,4.625,45.4128484
2018-08-14 02:20:00,1.69,12,4.5625,45.4128484
2018-08-14 02:30:00,1.89,12,4.5,45.4128484
2018-08-14 02:40:00,1.51,12,4.5,45.4128484
2018-08-14 02:50:00,1.9,11.9375,4.375,45.4128484
2018-08-14 03:00:00,1.74,11.9375,4.375,45.4128484
2018-08-14 03:10:00,1.74,11.9375,4.375,45.4128484
2018-08-14 03:20:00,1.7,11.9375,4.25,45.3989867
2018-08-14 03:30:00,2.07,11.9375,4.25,45.3989867
2018-08-14 03:40:00,1.74,11.9375,4.25,45.3989867
2018-08-14 03:50:00,1.83,11.9375,4.3125,45.3989867
2018-08-14 04:00:00,1.56,11.9375,4.375,45.3989867
2018-08-14 04:10:00,1.82,11.875,4.375,45.3989867
2018-08-14 04:20:00,1.67,11.875,4.5625,45.3989867
2018-08-14 04:30:00,1.88,11.875,4.75,45.3989867
2018-08-14 04:40:00,1.61,11.875,4.875,45.3989867
2018-08-14 04:50:00,1.53,11.875,5.125,45.3989867
2018-08-14 05:00:00,1.78,11.875,5.375,45.3989867
2018-08-14 05:10:00,1.84,11.875,5.5625,45.3851244
2018-08-14 05:20:00,1.54,11.875,5.8125,45.3851244
2018-08-14 05:30:00,2.13,11.875,6.0625,45.3851244
2018-08-14 05:40:00,1.59,11.875,6.3125,45.3851244
2018-08-14 05:50:00,2,11.875,6.625,45.3851244
2018-08-14 06:00:00,2.01,11.875,6.875,45.3851244
2018-08-14 06:10:00,2.08,11.875,7.125,45.3851244
2018-08-14 06:20:00,2.23,11.875,7.625,45.3851244
2018-08-14 06:30:00,2.32,11.8125,8.25,45.3851244
2018-08-14 06:40:00,2.01,11.8125,8.75,45.3851244
2018-08-14 06:50:00,2.12,11.8125,9.375,45.3851244
2018-08-14 07:00:00,1.39,11.8125,10,45.3851244
